MIRNA	GENE	INPUT
rno-let-7d	Arhgef2	1
rno-let-7d	MGC105560	1
rno-let-7d	Scn11a	1
rno-let-7d	Timm17a	1
rno-let-7d	Klf10	1
rno-let-7d	Eltd1	1
rno-let-7d	Tmem41b	1
rno-let-7d	Cd244	1
rno-let-7d	Cd244	1
rno-let-7d	Spint1	1
rno-let-7d	Mterfd3	1
rno-let-7d	Gata1	1
rno-let-7d	Gata1	1
rno-let-7d	Nudt5	1
rno-let-7d	Eral1	1
rno-let-7d	Ppapdc2	1
rno-let-7d	Rtcd1	1
rno-let-7d	Hsd17b2	1
rno-let-7d	Syne1	1
rno-let-7d	Syne1	1
rno-let-7d	P2rx1	1
rno-let-7d	Hist1h4b	1
rno-let-7d	Fam96a	1
rno-let-7d	Trpv5	1
rno-let-7d	Taf9b	1
rno-let-7d	P22k15	1
rno-let-7d	P2ry14	1
rno-let-7d	Ppargc1b	1
rno-let-7d	Car4	1
rno-let-7d	Slc25a4	1
rno-let-7d	Yrdc	1
rno-let-7d	Pde4b	1
rno-let-7d	Trhr2	1
rno-let-7d	P2rx2	1
rno-let-7d	Lzts1	1
rno-let-7d	Scn4b	1
rno-let-7d	Ppt2	1
rno-let-7d	Cd44	1
rno-let-7d	Lamp3	1
rno-let-7d	Thnsl2	1
rno-let-7d	Taf9b	1
rno-let-7d	Xrcc4	1
rno-let-7d	Csde1	1
rno-let-7d	Slc26a3	1
rno-let-7d	Ddx19a	1
rno-let-7d	Ppp3r1	1
rno-let-7d	Ppp3r1	1
rno-let-7d	Olfml1	1
rno-let-7d	Eif1ad	1
rno-let-7d	Stk39	1
rno-let-7d	Tpbg	1
rno-let-7d	Pde4b	1
rno-let-7d	Agtr1a	1
rno-let-7d	RGD1305464	1
rno-let-7d	Pld3	1
rno-let-7d	Srr	1
rno-let-7d	Atxn3	1
rno-let-7d	Luc7l	1
rno-let-7d	Olr1	1
rno-let-7d	Hnrnpf	1
rno-let-7d	Hps1	1
rno-let-7d	Hnrnpc	1
rno-let-7d	Plekho1	1
rno-let-7d	Lman1	1
rno-let-7d	Icmt	1
rno-let-7d	Ascl2	1
rno-let-7d	Tdo2	1
rno-let-7d	Cldn4	1
rno-let-7d	LOC365791	1
rno-let-7d	Ddn	1
rno-let-7d	Tspyl1	1
rno-let-7d	Sms	1
rno-let-7d	Tnfrsf14	1
rno-let-7d	Car3	1
rno-let-7d	Car3	1
rno-let-7d	Zbed3	1
rno-let-7d	Vapa	1
rno-let-7d	Sod2	1
rno-let-7d	Gng5	1
rno-let-7d	Ugcg	1
rno-let-7d	Prr3	1
rno-let-7d	LOC497978	1
rno-let-7d	Grpel1	1
rno-let-7d	Slc24a6	1
rno-let-7d	Cldnd1	1
rno-let-7d	Xkr8	1
rno-let-7d	Cd1d1	1
rno-let-7d	Fli1	1
rno-let-7d	Slc25a10	1
rno-let-7d	Tmem177	1
rno-let-7d	Art2b	1
rno-let-7d	Abcc1	1
rno-let-7d	Acads	1
rno-let-7d	Nuak2	1
rno-let-7d	Slc17a5	1
rno-let-7d	Camk2n1	1
rno-let-7d	Cercam	1
rno-let-7d	Cercam	1
rno-let-7d	Sar1a	1
rno-let-7d	Hcls1	1
rno-let-7d	Gucy1b2	1
rno-let-7d	Cyp2c22	1
rno-let-7d	Hmgcl	1
rno-let-7d	Mkrn2	1
rno-let-7d	Sfxn1	1
rno-let-7d	Agxt2	1
rno-let-7d	Prkcg	1
rno-let-7d	Arf3	1
rno-let-7d	Camkk2	1
rno-let-7d	Akap6	1
rno-let-7d	Apbb3	1
rno-let-7d	Prl3a1	1
rno-let-7d	LOC298139	1
rno-let-7d	Dzip1l	1
rno-let-7d	RGD1306991	1
rno-let-7d	Parp16	1
rno-let-7d	Rbl2	1
rno-let-7d	Tor1aip1	1
rno-let-7d	Fmc1	1
rno-let-7d	Carhsp1	1
rno-let-7d	St6galnac3	1
rno-let-7d	Klrb1b	1
rno-let-7d	Prss16	1
rno-let-7d	Sema4f	1
rno-let-7d	Gss	1
rno-let-7d	Ikbkap	1
rno-let-7d	tGap1	1
rno-let-7d	Kcnc2	1
rno-let-7d	Limk2	1
rno-let-7d	Tmem55a	1
rno-let-7d	P2rx2	1
rno-let-7d	Rpgrip1	1
rno-let-7d	Emb	1
rno-let-7d	Adora2b	1
rno-let-7d	Gata4	1
rno-let-7d	Cyp3a23/3a1	1
rno-let-7d	Stk40	1
rno-let-7d	Stk40	1
rno-let-7d	Cnot4	1
rno-let-7d	Cend1	1
rno-let-7d	Srpr	1
rno-let-7d	Opalin	1
rno-let-7d	Nefm	1
rno-let-7d	Slc22a12	1
rno-let-7d	Zbtb9	1
rno-let-7d	LOC304396	1
rno-let-7d	Chp	1
rno-let-7d	Chp	1
rno-let-7d	MGC114529	1
rno-let-7d	Gltpd1	1
rno-let-7d	Rbm42	1
rno-let-7d	Igfbp1	1
rno-let-7d	Igfbp1	1
rno-let-7d	LOC498154	1
rno-let-7d	Haus1	1
rno-let-7d	Tmprss2	1
rno-let-7d	Map1a	1
rno-let-7d	LOC498350	1
rno-let-7d	Col2a1	1
rno-let-7d	Sfrs2	1
rno-let-7d	Itgal	1
rno-let-7d	LOC257650	1
rno-let-7d	Egln2	1
rno-let-7d	Limk2	1
rno-let-7d	Ccng1	1
rno-let-7d	Cd44	1
rno-let-7d	Asb12	1
rno-let-7d	Ccr7	1
rno-let-7d	Aarsd1	1
rno-let-7d	Kcnk1	1
rno-let-7d	Slc5a6	1
rno-let-7d	Slc5a6	1
rno-let-7d	Pfkfb1	1
rno-let-7d	Acta1	1
rno-let-7d	Fbxl12	1
rno-let-7d	Gale	1
rno-let-7d	Soat2	1
rno-let-7d	Flot1	1
rno-let-7d	Pea15a	1
rno-let-7d	Nras	1
rno-let-7d	Myocd	1
rno-let-7d	P2rx2	1
rno-let-7d	Tmem110	1
rno-let-7d	Pldn	1
rno-let-7d	Psg19	1
rno-let-7d	Acsl1	1
rno-let-7d	Vsig4	1
rno-let-7d	Abcb9	1
rno-let-7d	Elp2	1
rno-let-7d	Rhoq	1
rno-let-7d	Gucy1a3	1
rno-let-7d	Gas7	1
rno-let-7d	Gpaa1	1
rno-let-7d	Pklr	1
rno-let-7d	Trim50	1
rno-let-7d	Dffa	1
rno-let-7d	Ccnb1	1
rno-let-7d	Slc23a1	1
rno-let-7d	RGD735175	1
rno-let-7d	LOC500300	1
rno-let-7d	Clp1	1
rno-let-7d	Slc25a27	1
rno-let-7d	Srebf2	1
rno-let-7d	Pole3	1
rno-miR-328	Prkch	1
rno-miR-328	Ermp1	1
rno-miR-328	Phyhip	1
rno-miR-328	Mcf2l	1
rno-miR-328	Ablim2	1
rno-miR-328	PVR	1
rno-miR-328	Spert	1
rno-miR-328	Osgin1	1
rno-miR-328	Apol9a	1
rno-miR-328	Impa1	1
rno-miR-328	Gabbr1	1
rno-miR-328	Inppl1	1
rno-miR-328	Ntrk2	1
rno-miR-328	Slc25a14	1
rno-miR-328	Fam133b	1
rno-miR-328	Chdh	1
rno-miR-328	Mlec	1
rno-miR-328	Stbd1	1
rno-miR-328	Cd300lf	1
rno-miR-328	Prss23	1
rno-miR-328	Slc38a2	1
rno-miR-328	Sectm1a	1
rno-miR-328	Sectm1a	1
rno-miR-328	Nr1i3	1
rno-miR-328	Rhog	1
rno-miR-328	Pcsk9	1
rno-miR-328	Scamp4	1
rno-miR-328	Tsku	1
rno-miR-328	RGD1311307	1
rno-miR-328	Pgk1	1
rno-miR-328	Ncam1	1
rno-miR-328	Fut2	1
rno-miR-328	Rgs14	1
rno-miR-328	Apln	1
rno-miR-328	Vcpip1	1
rno-miR-328	Slc35e4	1
rno-miR-328	Gmeb2	1
rno-miR-328	Neurod1	1
rno-miR-328	Cyp51	1
rno-miR-328	Arfgap1	1
rno-miR-328	Arl6ip6	1
rno-miR-328	Mesdc2	1
rno-miR-328	Fam82a2	1
rno-miR-328	Tpm1	1
rno-miR-328	Mid1ip1	1
rno-miR-328	Tfip11	1
rno-miR-328	Tfip11	1
rno-miR-328	Zfp384	1
rno-miR-328	Usp19	1
rno-miR-328	Lrrc4	1
rno-miR-328	Sec16b	1
rno-miR-328	Cyp4f1	1
rno-miR-328	Has2	1
rno-miR-328	Arhgap17	1
rno-miR-328	Agtr2	1
rno-miR-328	Ptpn18	1
rno-miR-328	Sord	1
rno-miR-328	Lphn2	1
rno-miR-328	Rab31	1
rno-miR-328	Rtkn	1
rno-miR-328	Gck	1
rno-miR-328	Ptgs1	1
rno-miR-328	Zfp384	1
rno-miR-328	Ebf1	1
rno-miR-328	Gabbr1	1
rno-miR-328	Abcg1	1
rno-miR-328	Rpo1-3	1
rno-miR-328	Slc7a7	1
rno-miR-328	Cyp11b2	1
rno-miR-328	Ros1	1
rno-miR-328	Aktip	1
rno-miR-328	LOC499306	1
rno-miR-328	Slc7a13	1
rno-miR-328	RGD735112	1
rno-miR-328	Spdye4	1
rno-miR-328	Tfpi	1
rno-miR-328	Tfpi	1
rno-miR-328	Elf2	1
rno-miR-328	Nfasc	1
rno-miR-328	Klf15	1
rno-miR-328	Rnd1	1
rno-miR-328	Rnd1	1
rno-miR-328	Nelf	1
rno-miR-328	Prdx5	1
rno-miR-328	Tubb5	1
rno-miR-328	Cyb5b	1
rno-miR-328	M6pr	1
rno-miR-328	S100a3	1
rno-miR-328	Ebp	1
rno-miR-328	Grem1	1
rno-miR-328	Dusp1	1
rno-miR-328	LOC501110	1
rno-miR-328	Smpd3	1
rno-miR-328	Bcl2l2	1
rno-miR-328	Slc28a2	1
rno-miR-328	Dpagt1	1
rno-miR-328	Ube2z	1
rno-miR-328	Ube2z	1
rno-miR-328	Cd40	1
rno-miR-328	Napsa	1
rno-miR-328	Mapk13	1
rno-miR-328	Olr1366	1
rno-miR-328	Cd6	1
rno-miR-328	Fgl2	1
rno-miR-328	RGD1309594	1
rno-miR-328	Mx1	1
rno-miR-328	Fgf9	1
rno-miR-328	Prss8	1
rno-miR-328	Wasf1	1
rno-miR-328	Amd1	1
rno-miR-328	Il9r	1
rno-miR-328	Tmem176a	1
rno-miR-328	Ncaph2	1
rno-miR-328	Stx5	1
rno-miR-328	Drd1a	1
rno-miR-328	Gnb2	1
rno-miR-328	Pde2a	1
rno-miR-328	Cxxc5	1
rno-miR-328	Atpif1	1
rno-miR-328	Tmem49	1
rno-miR-328	Nxph3	1
rno-miR-328	Atg9a	1
rno-miR-328	Slc2a1	1
rno-miR-328	Slc2a1	1
rno-miR-328	Slc4a10	1
rno-miR-328	Hfe2	1
rno-miR-328	Ino80c	1
rno-miR-328	Pcsk7	1
rno-miR-328	Optn	1
rno-miR-328	Cyp51	1
rno-miR-328	Pllp	1
rno-miR-328	Zbtb22	1
rno-miR-328	Tcp11l2	1
rno-miR-328	Aldoc	1
rno-miR-328	Gtpbp5	1
rno-miR-328	RGD1310127	1
rno-miR-328	Plcg1	1
rno-miR-328	Cdca7	1
rno-miR-328	Ywhaz	1
rno-miR-328	Sftpa1	1
rno-miR-328	Lgr4	1
rno-miR-328	Lypla2	1
rno-miR-328	Clns1a	1
rno-miR-328	Mtr	1
rno-miR-328	Ncam1	1
rno-miR-328	Cd164	1
rno-miR-328	Ptk2b	1
rno-miR-328	Ptk2b	1
rno-miR-328	Gabrd	1
rno-miR-328	Cd8b	1
rno-miR-328	Prrxl1	1
rno-miR-328	Gpd1	1
rno-miR-328	Cox15	1
rno-miR-328	Dusp9	1
rno-miR-328	Slc4a10	1
rno-miR-328	Cpsf4	1
rno-miR-328	Gipc1	1
rno-miR-328	Mtmr3	1
rno-miR-328	Nr3c1	1
rno-miR-328	Tle3	1
rno-miR-328	Irf1	1
rno-miR-328	Gtdc1	1
rno-miR-328	Rhobtb2	1
rno-miR-328	Rpl28	1
rno-miR-328	Galm	1
rno-miR-328	Gm2a	1
rno-miR-328	Cntn2	1
rno-miR-328	Pax8	1
rno-miR-328	Pax8	1
rno-miR-328	Gpt	1
rno-miR-328	Psme3	1
rno-miR-328	Mlph	1
rno-miR-328	Trim39	1
rno-miR-328	Dync1i1	1
rno-miR-328	Cx3cl1	1
rno-miR-328	Myo16	1
rno-miR-328	Axin1	1
rno-miR-328	Fut1	1
rno-miR-328	Rpl31	1
rno-miR-328	Stk19	1
rno-miR-328	Gck	1
rno-miR-328	Camkk1	1
rno-miR-328	Gata2	1
rno-miR-328	Cd276	1
rno-miR-328	RGD1303271	1
rno-miR-328	Inpp4b	1
rno-miR-328	Gpm6a	1
rno-miR-328	Gpm6a	1
rno-miR-328	Shisa5	1
rno-miR-328	Cryl1	1
rno-miR-328	Mrpl38	1
rno-miR-328	Atp1b3	1
rno-miR-328	Trpm8	1
rno-miR-328	Nr2f6	1
rno-miR-328	Inpp5j	1
rno-miR-328	Hand1	1
rno-miR-328	Gal3st3	1
rno-miR-328	Cd37	1
rno-miR-328	Cpt1a	1
rno-miR-328	As3mt	1
rno-miR-328	Il22ra2	1
rno-miR-328	Il22ra2	1
rno-miR-328	Oas1e	1
rno-miR-328	Trpv3	1
rno-miR-328	Laptm5	1
rno-miR-328	Hes6	1
rno-miR-328	Arhgap17	1
rno-miR-328	Sumo1	1
rno-miR-328	Dclk1	1
rno-miR-328	Inppl1	1
rno-miR-328	Aldoc	1
rno-miR-328	Npdc1	1
rno-miR-328	Lphn2	1
rno-miR-328	Chrnb2	1
rno-miR-328	Rpa2	1
rno-miR-328	Dkk3	1
rno-miR-328	Cabp7	1
rno-miR-328	Maf1	1
rno-miR-328	Ccl22	1
rno-miR-328	Bles03	1
rno-miR-328	Nelf	1
rno-miR-328	Plce1	1
rno-miR-328	Strada	1
rno-miR-328	LOC499749	1
rno-miR-328	Bzw2	1
rno-miR-328	Ipmk	1
rno-miR-328	Gypc	1
rno-miR-328	Prss8	1
rno-miR-328	Sec14l2	1
rno-miR-328	Tm7sf3	1
rno-miR-328	Zfp423	1
rno-miR-328	Fv1	1
rno-miR-328	Dnah1	1
rno-miR-328	Ttc5	1
rno-miR-328	Rad23b	1
rno-miR-328	Stk3	1
rno-miR-328	Stk3	1
rno-miR-328	Cd6	1
rno-miR-328	Ccrk	1
rno-miR-328	Hdac1	1
rno-miR-328	Dnali1	1
rno-miR-328	Ppp2r5b	1
rno-miR-328	Kcnj9	1
rno-miR-328	Pfn1	1
rno-miR-328	Narf	1
rno-miR-328	Arhgef2	1
rno-miR-328	Arhgef2	1
rno-miR-328	Arhgef2	1
rno-miR-328	S100b	1
rno-miR-328	Klhdc3	1
rno-miR-328	Cd47	1
rno-miR-328	Ndel1	1
rno-miR-328	Lrp3	1
rno-miR-328	Sh3bp5	1
rno-miR-328	Asgr2	1
rno-miR-328	Rassf2	1
rno-miR-328	Dyrk1a	1
rno-miR-328	Nr1i3	1
rno-miR-328	Slc47a1	1
rno-miR-328	Hist1h4b	1
rno-miR-328	Trpv5	1
rno-miR-328	Usp48	1
rno-miR-328	Stat5a	1
rno-miR-328	Zdhhc7	1
rno-miR-328	Slc37a4	1
rno-miR-328	Dnttip1	1
rno-miR-328	LOC365778	1
rno-miR-328	Pnldc1	1
rno-miR-328	Pdgfrl	1
rno-miR-328	Cdipt	1
rno-miR-328	Adam7	1
rno-miR-328	Lrp4	1
rno-miR-328	Gpr182	1
rno-miR-328	Aanat	1
rno-miR-328	Hsd17b7	1
rno-miR-328	Rgs14	1
rno-miR-328	Olfml1	1
rno-miR-328	Ndel1	1
rno-miR-328	Aqp8	1
rno-miR-328	Arhgap17	1
rno-miR-328	Mrfap1	1
rno-miR-328	Mak16	1
rno-miR-328	Pias3	1
rno-miR-328	P2rx3	1
rno-miR-328	Scnn1g	1
rno-miR-328	LOC499418	1
rno-miR-328	Prpf19	1
rno-miR-328	Arid4b	1
rno-miR-328	Phf5a	1
rno-miR-328	Slco1c1	1
rno-miR-328	Commd9	1
rno-miR-328	Dbi	1
rno-miR-328	Chst7	1
rno-miR-328	Gsbs	1
rno-miR-328	Aqp3	1
rno-miR-328	Ptpra	1
rno-miR-328	Angptl4	1
rno-miR-328	Tspan2	1
rno-miR-328	Unc13d	1
rno-miR-328	Inpp4a	1
rno-miR-328	Atf5	1
rno-miR-328	Araf	1
rno-miR-328	Es22	1
rno-miR-328	Agtrap	1
rno-miR-328	Cacna1h	1
rno-miR-328	Zfp709	1
rno-miR-328	Ankrd46	1
rno-miR-328	Polr2f	1
rno-miR-328	Morn1	1
rno-miR-328	Tert	1
rno-miR-328	Slco1a4	1
rno-miR-328	Grpel1	1
rno-miR-328	Grpel1	1
rno-miR-328	RGD1311946	1
rno-miR-328	Syt7	1
rno-miR-328	MGC94192	1
rno-miR-328	MGC94192	1
rno-miR-328	Pfkfb2	1
rno-miR-328	Arfip1	1
rno-miR-328	Tmem177	1
rno-miR-328	Kcnmb2	1
rno-miR-328	Tpm1	1
rno-miR-328	Tnk2	1
rno-miR-328	Clns1a	1
rno-miR-328	Nfasc	1
rno-miR-328	Slc7a8	1
rno-miR-328	Mapk8ip1	1
rno-miR-328	Pus10	1
rno-miR-328	Rab4b	1
rno-miR-328	Rer1	1
rno-miR-328	RGD1305215	1
rno-miR-328	Ahr	1
rno-miR-328	Max	1
rno-miR-328	Nr1i3	1
rno-miR-328	Parp16	1
rno-miR-328	Arhgef9	1
rno-miR-328	Fez1	1
rno-miR-328	Aldoal1	1
rno-miR-328	Slc12a3	1
rno-miR-328	Vcam1	1
rno-miR-328	Pex11a	1
rno-miR-328	Ppm1f	1
rno-miR-328	Nkx3-1	1
rno-miR-328	Tmem186	1
rno-miR-328	Zfp799	1
rno-miR-328	Nkx2-5	1
rno-miR-328	Aldoc	1
rno-miR-328	Pou1f1	1
rno-miR-328	Cyb5r1	1
rno-miR-328	Tesk2	1
rno-miR-328	Geft	1
rno-miR-328	Gsta5	1
rno-miR-328	Pcyt1b	1
rno-miR-328	Bxdc2	1
rno-miR-328	Ifit2	1
rno-miR-328	Men1	1
rno-miR-328	Neurod2	1
rno-miR-328	Myo16	1
rno-miR-328	Zbtb9	1
rno-miR-328	Brms1	1
rno-miR-328	Cygb	1
rno-miR-328	Ttc9c	1
rno-miR-328	RGD1309220	1
rno-miR-328	RGD1309220	1
rno-miR-328	Ptpn9	1
rno-miR-328	Cyp11b1	1
rno-miR-328	Cav3	1
rno-miR-328	Cc2d1a	1
rno-miR-328	Cugbp2	1
rno-miR-328	Clcn4-2	1
rno-miR-328	Tmprss2	1
rno-miR-328	Slc25a25	1
rno-miR-328	Sdc3	1
rno-miR-328	Celsr3	1
rno-miR-328	Erap1	1
rno-miR-328	RGD1311267	1
rno-miR-328	Arhgef9	1
rno-miR-328	Nucb1	1
rno-miR-328	Oas1d	1
rno-miR-328	Slc39a7	1
rno-miR-328	RGD1308874	1
rno-miR-328	Arfgef2	1
rno-miR-328	RGD1311249	1
rno-miR-328	Snap47	1
rno-miR-328	Slc5a6	1
rno-miR-328	LOC499886	1
rno-miR-328	Nelf	1
rno-miR-328	Myocd	1
rno-miR-328	Mapre1	1
rno-miR-328	Mapre1	1
rno-miR-328	Vtcn1	1
rno-miR-328	Vsig4	1
rno-miR-328	Fgf16	1
rno-miR-328	MGC72612	1
rno-miR-328	Adh6	1
rno-miR-328	Tp53	1
rno-miR-328	Rhoq	1
rno-miR-328	Xbp1	1
rno-miR-328	Oprm1	1
rno-miR-328	Slc6a3	1
rno-miR-328	Dusp6	1
rno-miR-328	Crebl2	1
rno-miR-328	Zfp384	1
rno-miR-328	Strada	1
rno-miR-328	Tppp3	1
rno-miR-328	Alpi	1
rno-miR-328	Slc8a3	1
rno-miR-328	Smarcd2	1
rno-miR-328	Fermt2	1
rno-miR-328	Tmem97	1
rno-miR-328	Fkbp10	1
rno-miR-328	Atp6v1e1	1
rno-miR-328	Sdccag3	1
rno-miR-329	Slc12a1	1
rno-miR-329	Eno2	1
rno-miR-329	Eno2	1
rno-miR-329	Fut7	1
rno-miR-329	RGD1306227	1
rno-miR-329	Apba1	1
rno-miR-329	Pqlc3	1
rno-miR-329	Psap	1
rno-miR-329	Smad2	1
rno-miR-329	Tmem50b	1
rno-miR-329	Pcdhac2	1
rno-miR-329	Pdrg1	1
rno-miR-329	Sbds	1
rno-miR-329	Asrgl1	1
rno-miR-329	Gpr88	1
rno-miR-329	Mafg	1
rno-miR-329	Ntrk2	1
rno-miR-329	Slc25a14	1
rno-miR-329	Syt11	1
rno-miR-329	Mlec	1
rno-miR-329	Bin1	1
rno-miR-329	Ssx2ip	1
rno-miR-329	Ccl20	1
rno-miR-329	Btnl7	1
rno-miR-329	Prss23	1
rno-miR-329	Pcdha10	1
rno-miR-329	Slc17a6	1
rno-miR-329	Tmem183a	1
rno-miR-329	Atg12	1
rno-miR-329	Arl2bp	1
rno-miR-329	Nfil3	1
rno-miR-329	Impa2	1
rno-miR-329	Slc1a5	1
rno-miR-329	Tmed9	1
rno-miR-329	Tp53inp1	1
rno-miR-329	Cndp1	1
rno-miR-329	Tbc1d14	1
rno-miR-329	Crebbp	1
rno-miR-329	Brf2	1
rno-miR-329	Atxn10	1
rno-miR-329	Pcdha11	1
rno-miR-329	Trpv1	1
rno-miR-329	Os9	1
rno-miR-329	Fetub	1
rno-miR-329	Hp1bp3	1
rno-miR-329	Phyh	1
rno-miR-329	Kng1	1
rno-miR-329	Vcpip1	1
rno-miR-329	Synpr	1
rno-miR-329	Synpr	1
rno-miR-329	Onecut1	1
rno-miR-329	LOC361990	1
rno-miR-329	LOC361990	1
rno-miR-329	Mtmr12	1
rno-miR-329	H3f3b	1
rno-miR-329	Yes1	1
rno-miR-329	Pggt1b	1
rno-miR-329	Prkcd	1
rno-miR-329	Rai14	1
rno-miR-329	Rai14	1
rno-miR-329	Hsd17b13	1
rno-miR-329	Vps24	1
rno-miR-329	Cask	1
rno-miR-329	Scg2	1
rno-miR-329	Scg2	1
rno-miR-329	Zbbx	1
rno-miR-329	Pcdha8	1
rno-miR-329	Tmprss5	1
rno-miR-329	Pmvk	1
rno-miR-329	Gipr	1
rno-miR-329	Pomt1	1
rno-miR-329	Pomt1	1
rno-miR-329	Pcdha2	1
rno-miR-329	Pvrl2	1
rno-miR-329	Arl5b	1
rno-miR-329	Arl5b	1
rno-miR-329	RGD1305007	1
rno-miR-329	St3gal6	1
rno-miR-329	Naglt1	1
rno-miR-329	Mid1ip1	1
rno-miR-329	Actr1b	1
rno-miR-329	Cacna1b	1
rno-miR-329	Lypla1	1
rno-miR-329	Kcnj4	1
rno-miR-329	Nrcam	1
rno-miR-329	Usp19	1
rno-miR-329	Tnfrsf1b	1
rno-miR-329	Rpap1	1
rno-miR-329	Azin1	1
rno-miR-329	V1rb7	1
rno-miR-329	Pdha1	1
rno-miR-329	Ctgf	1
rno-miR-329	Aqp6	1
rno-miR-329	RGD1310311	1
rno-miR-329	Epdr1	1
rno-miR-329	Ydjc	1
rno-miR-329	Pcdha1	1
rno-miR-329	Pcdha4	1
rno-miR-329	Crp	1
rno-miR-329	Nup88	1
rno-miR-329	Rab3d	1
rno-miR-329	Pigc	1
rno-miR-329	Usf2	1
rno-miR-329	Eif2b2	1
rno-miR-329	Lmo2	1
rno-miR-329	Stk38	1
rno-miR-329	Ptprr	1
rno-miR-329	Prps1	1
rno-miR-329	Clcc1	1
rno-miR-329	Itpkc	1
rno-miR-329	Fnta	1
rno-miR-329	Nrbf2	1
rno-miR-329	Slc6a15	1
rno-miR-329	Nat15	1
rno-miR-329	Syp	1
rno-miR-329	Prrx1	1
rno-miR-329	RGD735112	1
rno-miR-329	Ptgr2	1
rno-miR-329	RGD1359310	1
rno-miR-329	Yt521	1
rno-miR-329	Mccc1	1
rno-miR-329	Arl11	1
rno-miR-329	Elf2	1
rno-miR-329	Slc38a3	1
rno-miR-329	Pdcl	1
rno-miR-329	RGD1305014	1
rno-miR-329	Ly49s6	1
rno-miR-329	Chst15	1
rno-miR-329	Cxcl1	1
rno-miR-329	Mtfmt	1
rno-miR-329	Zkscan1	1
rno-miR-329	Stx1b	1
rno-miR-329	Stx1b	1
rno-miR-329	Chchd2	1
rno-miR-329	Pcdha12	1
rno-miR-329	Pomt1	1
rno-miR-329	Tmed2	1
rno-miR-329	Camkv	1
rno-miR-329	Camkv	1
rno-miR-329	Adarb2	1
rno-miR-329	St18	1
rno-miR-329	Bicd2	1
rno-miR-329	Bicd2	1
rno-miR-329	Pcdha3	1
rno-miR-329	Dclk1	1
rno-miR-329	Ube2z	1
rno-miR-329	Podxl	1
rno-miR-329	Gga1	1
rno-miR-329	Atf7ip2	1
rno-miR-329	Ndn	1
rno-miR-329	Plcl1	1
rno-miR-329	Id4	1
rno-miR-329	Id4	1
rno-miR-329	Zbtb43	1
rno-miR-329	Ube2b	1
rno-miR-329	Ube2b	1
rno-miR-329	Trim55	1
rno-miR-329	Them4	1
rno-miR-329	Pkib	1
rno-miR-329	RGD1306195	1
rno-miR-329	Pgam5	1
rno-miR-329	Cltc	1
rno-miR-329	Cltc	1
rno-miR-329	Chrm3	1
rno-miR-329	Chrm3	1
rno-miR-329	Vezt	1
rno-miR-329	Psip1	1
rno-miR-329	Psip1	1
rno-miR-329	Il13ra1	1
rno-miR-329	Blmh	1
rno-miR-329	Rbx1	1
rno-miR-329	Tfpi2	1
rno-miR-329	Reep4	1
rno-miR-329	Reep4	1
rno-miR-329	Cyyr1	1
rno-miR-329	Sgk1	1
rno-miR-329	Bwk1	1
rno-miR-329	Bwk1	1
rno-miR-329	Stat1	1
rno-miR-329	Ccdc55	1
rno-miR-329	Znf689	1
rno-miR-329	Nr4a1	1
rno-miR-329	Lsamp	1
rno-miR-329	Kng1l1	1
rno-miR-329	Ibsp	1
rno-miR-329	Tmem45b	1
rno-miR-329	Prpf4b	1
rno-miR-329	Brd8	1
rno-miR-329	Csk	1
rno-miR-329	Bloc1s2	1
rno-miR-329	Oprl1	1
rno-miR-329	Ccdc8	1
rno-miR-329	RGD1309228	1
rno-miR-329	Pkib	1
rno-miR-329	Fkbp1a	1
rno-miR-329	Stard6	1
rno-miR-329	Sumo2	1
rno-miR-329	Cltb	1
rno-miR-329	Myh10	1
rno-miR-329	Cldn19	1
rno-miR-329	Lims2	1
rno-miR-329	Zbtb1	1
rno-miR-329	Sike	1
rno-miR-329	Arl13a	1
rno-miR-329	Gdi1	1
rno-miR-329	Pcdha6	1
rno-miR-329	Ywhaz	1
rno-miR-329	Rbp2	1
rno-miR-329	Brp16	1
rno-miR-329	Osbpl2	1
rno-miR-329	Cdc25a	1
rno-miR-329	Hrh4	1
rno-miR-329	P2ry1	1
rno-miR-329	Pip5k1b	1
rno-miR-329	Polb	1
rno-miR-329	Insl3	1
rno-miR-329	Nap1l3	1
rno-miR-329	Ppp1r3c	1
rno-miR-329	Eef1a1	1
rno-miR-329	LOC502894	1
rno-miR-329	Ncan	1
rno-miR-329	Tor1aip2	1
rno-miR-329	Mmp3	1
rno-miR-329	Adamts1	1
rno-miR-329	Ndrg2	1
rno-miR-329	Pla2g15	1
rno-miR-329	Rtn4	1
rno-miR-329	Katna1	1
rno-miR-329	MGC109340	1
rno-miR-329	F11r	1
rno-miR-329	Sppl2b	1
rno-miR-329	Lsamp	1
rno-miR-329	Cml1	1
rno-miR-329	Tex19.1	1
rno-miR-329	Lamp2	1
rno-miR-329	Rhot2	1
rno-miR-329	Rdh11	1
rno-miR-329	Rgs8	1
rno-miR-329	Lancl2	1
rno-miR-329	Uba3	1
rno-miR-329	Ptges	1
rno-miR-329	Ptges	1
rno-miR-329	Adprh	1
rno-miR-329	Dnajb9	1
rno-miR-329	Timm10	1
rno-miR-329	March3	1
rno-miR-329	Mmp14	1
rno-miR-329	Fbxo9	1
rno-miR-329	Psmc5	1
rno-miR-329	Rab1	1
rno-miR-329	Dagla	1
rno-miR-329	Ppp1r14c	1
rno-miR-329	Nfia	1
rno-miR-329	Pigs	1
