MIRNA	GENE	INPUT
cel-lin-4	fbxa-178	1
cel-lin-4	Y116A8C.30	1
cel-lin-4	irk-2	1
cel-lin-4	dlk-1	1
cel-lin-4	bec-1	1
cel-lin-4	M01F1.3	1
cel-lin-4	col-93	1
cel-lin-4	T05H10.1	1
cel-lin-4	jun-1	1
cel-lin-4	scd-1	1
cel-lin-4	jph-1	1
cel-lin-4	C30B5.6	1
cel-lin-4	T21C9.3	1
cel-lin-4	larp-1	1
cel-lin-4	F46F2.3	1
cel-lin-4	inx-14	1
cel-lin-4	C34D10.2	1
cel-lin-4	nud-2	1
cel-lin-4	C53H9.2	1
cel-lin-4	F32H5.3	1
cel-lin-4	lin-28	1
cel-lin-4	F07H5.9	1
cel-lin-4	F53A10.2	1
cel-lin-4	C04E6.4	1
cel-lin-4	C39D10.9	1
cel-miR-1	glutaminase	1
cel-miR-1	SR-famC	1
cel-miR-1	SR-famC	1
cel-miR-1	ser-1	1
cel-miR-1	iff-2	1
cel-miR-1	daf-16	1
cel-miR-1	ZK643.3	1
cel-miR-1	dpy-2	1
cel-miR-1	T07C12.12	1
cel-miR-1	T14G10.8	1
cel-miR-1	Y73E7A.3	1
cel-miR-1	rga-3	1
cel-miR-1	clp-7	1
cel-miR-1	C10G11.7	1
cel-miR-1	tbb-2	1
cel-miR-1	ceh-38	1
cel-miR-1	T15B7.1	1
cel-miR-1	dpy-10	1
cel-miR-1	K09F6.9	1
cel-miR-1	K09F6.9	1
cel-miR-1	sel-1	1
cel-miR-1	F12A10.8	1
cel-miR-1	C11H1.2	1
cel-miR-1	plk-1	1
cel-miR-1	C02E7.7	1
cel-miR-1	R03D7.4	1
cel-miR-1	F29B9.2	1
cel-miR-1	chn-1	1
cel-miR-1	M02E1.1	1
cel-miR-1	M02E1.1	1
cel-miR-1	protease	1
cel-miR-1	E01A2.4	1
cel-miR-1	M02D8.4	1
cel-miR-1	F01D4.5	1
cel-miR-1	T02E1.2	1
cel-miR-1	C47G2.5	1
cel-miR-1	ZC443.3	1
cel-miR-1	ntl-3	1
cel-miR-1	vps-34	1
cel-miR-1	lin-26	1
cel-miR-1	dod-6	1
cel-miR-1	C24A3.2	1
cel-miR-1	F26A1.1	1
cel-miR-1	unc-18	1
cel-miR-1	F18A1.6	1
cel-miR-1	rad-51	1
cel-miR-1	C24A3.2	1
cel-miR-1	F57B10.4	1
cel-miR-1	F57B10.4	1
cel-miR-1	ora-1	1
cel-miR-1	scpl-4	1
cel-miR-1	ZK616.6	1
cel-miR-1	C16A3.4	1
cel-miR-1	nhr-23	1
cel-miR-1	phospholipase	1
cel-miR-1	pdfr-1	1
cel-miR-1	let-502	1
cel-miR-1	let-502	1
cel-miR-1	vha-17	1
cel-miR-1	trk-1	1
cel-miR-1	lin-36	1
cel-miR-1	atg-16.2	1
cel-miR-1	hlh-2	1
cel-miR-1	F33A8.4	1
cel-miR-1	rpl-37	1
cel-miR-1	Y54E10A.16	1
cel-miR-1	cbd-1	1
cel-miR-1	rpl-1	1
cel-miR-1	rpl-1	1
cel-miR-1	rnr-1	1
cel-miR-1	C44B7.10	1
cel-miR-1	ZK669.4	1
cel-miR-1	F59B8.2	1
cel-miR-1	tlp-1	1
cel-miR-1	C41A3.2	1
cel-miR-1	Y73B6BL.31	1
cel-miR-1	flh-1	1
cel-miR-1	vha-1	1
cel-miR-1	vha-1	1
cel-miR-1	T08A9.11	1
cel-miR-1	T08A9.11	1
cel-miR-1	dyf-6	1
cel-miR-1	nac-3	1
cel-miR-1	egl-43	1
cel-miR-1	beta-synthase	1
cel-miR-1	rde-1	1
cel-miR-1	glr-4	1
cel-miR-1	Y71G12B.11	1
cel-miR-1	unc-37	1
cel-miR-1	pes-22	1
cel-miR-1	pes-22	1
cel-miR-1	hil-7	1
cel-miR-1	glr-7	1
cel-miR-1	C15C7.1	1
cel-miR-1	C15C7.1	1
cel-miR-1	F10C1.8	1
cel-miR-1	csnk-1	1
cel-miR-1	nhr-10	1
cel-miR-1	F59D12.1	1
cel-miR-1	Y116F11A.6	1
cel-miR-1	tag-257	1
cel-miR-1	K07C11.8	1
cel-miR-1	mei-2	1
cel-miR-1	ima-1	1
cel-miR-1	egg-5	1
cel-miR-1	unc-120	1
cel-miR-1	gdi-1	1
cel-miR-1	gdi-1	1
cel-miR-1	col-122	1
cel-miR-1	F46C5.1	1
cel-miR-1	K08D8.4	1
cel-miR-1	ncx-1	1
cel-miR-1	cdc-6	1
cel-miR-1	nhx-4	1
cel-miR-1	actin	1
cel-miR-1	T20B5.2	1
cel-miR-1	sfxn-5	1
cel-miR-1	gut-2	1
cel-miR-1	hpl-2	1
cel-miR-1	K08F8.1	1
cel-miR-1	F42A10.5	1
cel-miR-1	protease	1
cel-miR-1	K03H6.6	1
cel-miR-1	trr-1	1
cel-miR-1	C01G8.1	1
cel-miR-1	clec-76	1
cel-miR-1	pdi-2	1
cel-miR-1	Y62E10A.10	1
cel-miR-1	daf-16	1
cel-miR-1	F09E5.8	1
cel-miR-1	chk-1	1
cel-miR-1	acs-1	1
cel-miR-1	sca-1	1
cel-miR-1	lact-3	1
cel-miR-1	rpl-43	1
cel-miR-1	hil-7	1
cel-miR-1	C27D9.1	1
cel-miR-1	Y4C6B.1	1
cel-miR-1	iff-2	1
cel-miR-1	F59G1.4	1
cel-miR-1	M02D8.5	1
cel-miR-1	T21C9.3	1
cel-miR-1	nca-1	1
cel-miR-1	sma-9	1
cel-miR-1	cdt-1	1
cel-miR-1	ras-1	1
cel-miR-1	tag-224	1
cel-miR-1	C53B4.4	1
cel-miR-1	ifd-1	1
cel-miR-1	C29E4.10	1
cel-miR-1	R07E4.1	1
cel-miR-1	C44B7.12	1
cel-miR-1	dhs-17	1
cel-miR-1	F08G12.3	1
cel-miR-1	nhr-144	1
cel-miR-1	T06F4.1	1
cel-miR-1	Y43F4B.5	1
cel-miR-1	ZK632.12	1
cel-miR-1	hpk-1	1
cel-miR-1	pssy-1	1
cel-miR-1	C12C8.2	1
cel-miR-1	nhr-48	1
cel-miR-1	F45E1.5	1
cel-miR-1	stip-1	1
cel-miR-1	T01A4.3	1
cel-miR-1	K10C8.3	1
cel-miR-1	nlp-29	1
cel-miR-1	tsp-12	1
cel-miR-1	ifb-2	1
cel-miR-1	C14C6.5	1
cel-miR-1	mrp-6	1
cel-miR-1	R03H10.6	1
cel-miR-1	edc-3	1
cel-miR-1	F21D12.3	1
cel-miR-1	F21D12.3	1
cel-miR-1	F25E5.1	1
cel-miR-1	tth-1	1
cel-miR-1	F26B1.2	1
cel-miR-1	dhs-28	1
cel-miR-1	M01E5.6	1
cel-miR-1	pme-2	1
cel-miR-1	srj-14	1
cel-miR-1	F46C8.8	1
cel-miR-1	tag-130	1
cel-miR-1	sca-1	1
cel-miR-1	C24A3.2	1
cel-miR-1	R06C7.5	1
cel-miR-1	fbxa-98	1
cel-miR-1	W08D2.5	1
cel-miR-1	zyg-1	1
cel-miR-1	Y48G1C.7	1
cel-miR-1	klp-4	1
cel-miR-1	Y37A1B.17	1
cel-miR-1	ddb-1	1
cel-miR-1	sqv-3	1
cel-miR-1	C09G1.5	1
cel-miR-1	F12F6.7	1
cel-miR-1	cka-1	1
cel-miR-1	tag-233	1
cel-miR-1	ath-1	1
cel-miR-1	tag-341	1
cel-miR-1	larp-5	1
cel-miR-1	C10G11.7	1
cel-miR-1	rad-26	1
cel-miR-1	F46F11.8	1
cel-miR-1	moc-2	1
cel-miR-1	aco-2	1
cel-miR-1	C36B7.6	1
cel-miR-1	C36B7.6	1
cel-miR-1	abt-4	1
cel-miR-1	pqn-62	1
cel-miR-1	pqn-62	1
cel-miR-1	pqn-62	1
cel-miR-1	pqn-62	1
cel-miR-1	T05E11.3	1
cel-miR-1	lin-33	1
cel-miR-1	Y62E10A.2	1
cel-miR-1	F59B10.4	1
cel-miR-1	K08D12.3	1
cel-miR-1	cky-1	1
cel-miR-1	srgp-1	1
cel-miR-1	F11A10.6	1
cel-miR-1	mys-3	1
cel-miR-1	lpl-1	1
cel-miR-1	F19C7.2	1
cel-miR-1	ZK682.2	1
cel-miR-1	zip-4	1
cel-miR-1	F43G9.10	1
cel-miR-1	W01D2.1	1
cel-miR-1	C01F4.2	1
cel-miR-1	Y39G10AR.8	1
cel-miR-1	syd-2	1
cel-miR-1	R151.8	1
cel-miR-1	adr-2	1
cel-miR-1	cdka-1	1
cel-miR-1	clh-1	1
cel-miR-1	fog-1	1
cel-miR-1	C31H1.8	1
cel-miR-1	R04B3.3	1
cel-miR-1	lgc-50	1
cel-miR-1	sur-6	1
cel-miR-1	lin-39	1
cel-miR-1	pisy-1	1
cel-miR-1	pme-3	1
cel-miR-1	F19C7.1	1
cel-miR-1	phospholipase	1
cel-miR-1	cogc-5	1
cel-miR-1	T22B11.4	1
cel-miR-1	msp-33	1
cel-miR-1	ace-3	1
cel-miR-1	ace-3	1
cel-miR-1	actin	1
cel-miR-1	nekl-3	1
cel-miR-1	F25H9.7	1
cel-miR-1	ZK856.12	1
cel-miR-1	pbs-4	1
cel-miR-1	K04G7.11	1
cel-miR-1	hmr-1	1
cel-miR-1	F57G12.1	1
cel-miR-1	C04E12.11	1
cel-miR-1	rsd-3	1
cel-miR-1	Y73B6BL.35	1
cel-miR-1	rab-14	1
cel-miR-1	lin-52	1
cel-miR-1	gly-12	1
cel-miR-1	ZK1098.5	1
cel-miR-1	C05C8.7	1
cel-miR-1	ugt-41	1
cel-miR-1	rba-1	1
cel-miR-1	seu-1	1
cel-miR-1	C11E4.2	1
cel-miR-1	gdi-1	1
cel-miR-1	gdi-1	1
cel-miR-1	inf-1	1
cel-miR-1	inf-1	1
cel-miR-1	lpr-4	1
cel-miR-1	F41E7.2	1
